"treatment","temp","folder","counts_file","experiment","sampling","who_counted","strain","growth","growth1","growth2","first","last","recoveryTemp","recoveryTime"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",1,0,1,2,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,2,0,1,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,1,3,6,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,1,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,1,3,1,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,3,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,4,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,2,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,3,1,5,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,1,3,1,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,2,1,5,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,2,0,1,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,2,1,1,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,1,1,2,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,5,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",1,1,0,2,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,2,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,3,3,4,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,3,0,2,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",NA,NA,NA,NA,NA,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,5,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",1,1,0,1,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,3,0,3,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",1,0,1,1,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,1,1,1,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,1,4,1,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,1,1,2,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,2,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,2,4,3,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,0,3,2,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,1,4,6,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,0,3,1,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,2,4,5,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",2,2,0,4,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,3,3,1,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,1,3,3,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,9,14,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,1,2,1,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,8,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,1,2,1,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,3,3,3,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",6,3,3,5,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,7,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,1,3,2,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,2,3,1,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",3,1,2,1,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",4,2,2,6,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-15_recovery_from_37C","~/git/budscar_counts/exp031515_colin2.csv","exp031515","random","CM","1578",5,3,2,1,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",11,6,5,15,26,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",8,5,3,7,15,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,8,13,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,8,13,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",6,6,0,10,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,3,1,6,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,2,2,4,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,4,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,2,2,4,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",1,1,0,3,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",7,4,3,6,13,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,10,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,3,1,8,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,6,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,4,1,11,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,7,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",1,1,0,2,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,4,1,7,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,3,1,3,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,7,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",11,6,5,5,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",13,7,6,11,24,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,8,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,1,1,5,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,7,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,5,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",6,3,3,10,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,3,1,9,13,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",9,5,4,3,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",7,5,2,11,18,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",7,3,4,7,14,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",3,3,0,9,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",1,1,0,3,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",3,2,1,4,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",3,2,1,3,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",10,5,5,9,19,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,5,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",5,3,2,5,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",9,5,4,9,18,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",3,2,1,6,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,2,2,8,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",6,4,2,5,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,3,5,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,1,1,4,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",1,1,0,5,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,3,1,8,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",1,0,1,2,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,1,1,5,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,4,4,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",10,5,5,12,22,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",2,2,0,1,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",4,4,0,8,12,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1514_recovery_for_age","~/git/budscar_counts/exp031615_colin3.csv","exp031615","for_age","CM","1514",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",3,2,1,7,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",3,2,1,6,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",4,2,2,5,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",3,3,0,7,10,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",11,5,6,12,23,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",2,1,1,5,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",5,5,0,11,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",4,2,2,3,7,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",5,3,2,6,11,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",1,1,0,5,6,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",10,5,5,8,18,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",6,4,2,2,8,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",8,5,3,8,16,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,2,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",1,1,0,1,2,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",13,6,7,16,29,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",11,7,4,9,20,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",5,3,2,4,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,3,3,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",3,1,2,6,9,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,1,1,"30C recovery","6 hr recovery"
"D","37C","2015-03-16_1523_recovery_for_age","~/git/budscar_counts/exp031615_colin2.csv","exp031615","for_age","CM","1523",0,0,0,2,2,"30C recovery","6 hr recovery"
